	sp_id	sp_hh_id	age	sex	work_id
166536	166537	33497	71	F	30566
166537	166538	4704	8	F	8373
166538	166539	20548	74	F	36264
166539	166540	25187	30	F	40213
166540	166541	42403	99	F	31081
166541	166542	45330	10	F	10305
166542	166543	1878	26	M	55545
166543	166544	25239	17	F	8507
166544	166545	3943	74	F	35325
166545	166546	18692	44	M	43231
166546	166547	19697	76	M	54720
166547	166548	18903	78	M	41927
166548	166549	24703	30	F	21661
166549	166550	1926	1	F	2448
166550	166551	20589	93	M	26962
166551	166552	43383	21	F	32490
166552	166553	38317	43	M	52851
166553	166554	47698	60	M	20663
166554	166555	11999	74	F	52675
166555	166556	4084	95	F	30278
166556	166557	17680	29	M	53150
166557	166558	32889	47	M	14985
166558	166559	31856	63	M	55402
166559	166560	44626	83	F	53731
166560	166561	35361	31	M	49839
166561	166562	26988	25	M	44407
166562	166563	40713	8	M	10324
166563	166564	6563	44	F	57412
166564	166565	30511	58	F	44881
166565	166566	31470	14	M	6756
166566	166567	26126	38	M	42606
166567	166568	18463	81	F	57915
166568	166569	37246	8	M	10573
166569	166570	28565	33	M	27553
166570	166571	46751	7	M	5673
166571	166572	32178	30	F	47527
166572	166573	49544	41	M	24228
166573	166574	14813	92	M	60949
166574	166575	35228	78	F	17331
166575	166576	49097	13	F	5610
166576	166577	15496	39	M	47279
166577	166578	40741	80	M	13847
166578	166579	14440	91	M	16850
166579	166580	29555	64	F	18553
166580	166581	6718	44	F	41744
166581	166582	13486	97	F	22852
166582	166583	4588	10	F	8905
166583	166584	42925	65	F	28095
166584	166585	4740	74	F	29906
166585	166586	9532	2	M	9561
166586	166587	5776	46	F	34468
166587	166588	29484	19	M	43448
166588	166589	20556	21	M	37001
166589	166590	43928	5	M	8035
166590	166591	46328	38	M	56706
166591	166592	19486	31	M	26696
166592	166593	48103	8	M	11520
166593	166594	48822	2	F	2138
166594	166595	34291	62	F	52829
166595	166596	25605	13	F	7534
166596	166597	21417	51	M	28263
166597	166598	12363	62	F	22799
166598	166599	11168	42	M	43864
166599	166600	6085	76	M	56478
166600	166601	18739	25	F	29075
166601	166602	38092	57	F	59589
166602	166603	47045	71	F	57727
166603	166604	34750	7	M	11511
166604	166605	41177	27	F	49099
166605	166606	32563	72	F	49257
166606	166607	9262	59	M	58879
166607	166608	21664	95	M	38454
166608	166609	24229	67	F	45290
166609	166610	13677	54	F	44702
166610	166611	44498	41	M	53659
166611	166612	26074	26	M	37376
166612	166613	21666	62	M	52784
166613	166614	3319	37	F	22572
166614	166615	33646	13	F	11641
166615	166616	46836	59	M	61914
166616	166617	43051	85	F	44249
166617	166618	46665	38	M	34910
166618	166619	45833	67	F	32558
166619	166620	24333	28	F	23197
166620	166621	25251	43	M	59221
166621	166622	27668	9	F	5934
166622	166623	39511	24	M	31802
166623	166624	5511	53	F	13827
166624	166625	7091	33	M	55131
166625	166626	49658	83	F	30924
166626	166627	16487	15	M	10316
166627	166628	41595	8	F	3626
166628	166629	26472	64	F	58434
166629	166630	44442	14	M	7171
166630	166631	13030	82	M	54796
166631	166632	35982	57	F	19832
166632	166633	37451	59	M	26068
166633	166634	23183	44	F	52038
166634	166635	24929	21	F	31062
166635	166636	26732	32	F	47468
166636	166637	21803	78	F	41764
166637	166638	42045	19	M	40477
166638	166639	7894	83	M	19106
166639	166640	9515	92	F	30879
166640	166641	28993	76	F	36305
166641	166642	19118	50	M	23806
166642	166643	16519	20	M	17814
166643	166644	25374	76	M	62047
166644	166645	30014	66	F	35603
166645	166646	20785	35	M	52547
166646	166647	24579	7	M	10348
166647	166648	14174	45	M	44449
166648	166649	46678	73	M	33454
166649	166650	17928	23	M	45103
166650	166651	32273	26	M	40848
166651	166652	20622	86	M	13031
166652	166653	37588	4	M	12056
166653	166654	11423	9	M	5965
166654	166655	43979	53	F	61236
166655	166656	30040	81	M	18223
166656	166657	8661	54	M	13361
166657	166658	34347	28	F	32636
166658	166659	45081	78	M	38762
166659	166660	4387	78	M	30593
166660	166661	21481	65	M	49151
166661	166662	2588	89	F	57824
166662	166663	15500	67	M	51601
166663	166664	1020	74	M	49633
166664	166665	45633	51	M	31391
166665	166666	7317	85	F	25913
166666	166667	34147	14	M	7108
166667	166668	38812	84	M	20094
166668	166669	45929	46	F	26714
166669	166670	41795	82	F	42924
166670	166671	20203	22	F	62072
166671	166672	4750	37	M	53249
166672	166673	46105	33	F	43873
166673	166674	20718	10	M	10946
166674	166675	27034	77	F	37651
166675	166676	36623	12	F	4104
166676	166677	32554	94	F	31513
166677	166678	29374	69	F	17224
166678	166679	3238	52	M	43551
166679	166680	22783	35	M	31693
166680	166681	39509	26	F	62153
166681	166682	14577	5	M	7770
166682	166683	46168	4	F	2648
166683	166684	47251	43	M	18506
166684	166685	8400	25	F	51636
166685	166686	9252	63	F	33105
166686	166687	45358	62	F	35295
166687	166688	47246	81	F	44596
166688	166689	19793	59	M	49441
166689	166690	16357	30	M	24767
166690	166691	41443	54	M	50709
166691	166692	19470	30	F	44619
166692	166693	24596	44	M	52670
166693	166694	39576	85	F	23253
166694	166695	32992	45	F	16180
166695	166696	25757	98	M	18718
166696	166697	26409	60	M	47527
166697	166698	15291	92	M	27105
166698	166699	34594	89	M	47513
166699	166700	13786	14	F	8090
166700	166701	27247	45	F	23842
166701	166702	12622	1	F	11762
166702	166703	35231	84	F	25920
166703	166704	8678	32	M	56441
166704	166705	41503	75	M	50245
166705	166706	44284	5	F	2097
166706	166707	12958	35	F	35219
166707	166708	29317	21	F	49342
166708	166709	38218	94	M	31079
166709	166710	44167	84	M	46260
166710	166711	7523	42	F	38243
166711	166712	41174	8	F	5686
166712	166713	16083	32	M	50760
166713	166714	13709	38	F	13212
166714	166715	28019	93	F	40524
166715	166716	5254	41	M	54243
166716	166717	47733	12	M	16
166717	166718	26185	95	M	50019
166718	166719	31232	66	M	24070
166719	166720	21905	40	F	53069
166720	166721	17234	42	F	56862
166721	166722	44378	40	M	35281
166722	166723	36373	3	M	4175
166723	166724	3736	32	F	38027
166724	166725	655	3	M	2322
166725	166726	1243	56	M	37084
166726	166727	48722	49	M	31120
166727	166728	41766	64	F	15387
166728	166729	6131	91	M	36897
166729	166730	10989	88	M	40605
166730	166731	30824	25	F	34446
166731	166732	18820	83	M	16769
166732	166733	49132	10	F	11129
166733	166734	34247	5	F	7382
166734	166735	28602	82	M	18743
166735	166736	46857	45	F	55939
166736	166737	34048	2	F	2942
166737	166738	2707	78	F	52331
166738	166739	9841	83	F	15458
166739	166740	13202	74	F	43317
166740	166741	7051	69	M	34898
166741	166742	42633	9	M	2875
166742	166743	28337	18	F	13800
166743	166744	8751	3	M	4991
166744	166745	29436	30	F	48879
166745	166746	25289	35	F	49475
166746	166747	15394	98	M	18841
166747	166748	27373	39	M	28398
166748	166749	46668	99	F	30141
166749	166750	28277	29	M	25216
166750	166751	17032	40	M	12584
166751	166752	30599	68	M	25790
166752	166753	29403	51	F	36241
166753	166754	3959	49	F	54947
166754	166755	9035	24	F	48244
166755	166756	2351	19	F	31468
166756	166757	9236	91	M	18859
166757	166758	28261	87	F	14044
166758	166759	20323	51	F	47366
166759	166760	14800	92	M	52641
166760	166761	2671	92	M	12594
166761	166762	46124	24	M	20417
166762	166763	8104	89	M	43963
166763	166764	23070	66	F	59165
166764	166765	24162	58	F	24332
166765	166766	27012	81	F	61160
166766	166767	5321	49	M	43297
166767	166768	19060	91	M	58570
166768	166769	12783	63	F	39996
166769	166770	46929	16	M	9747
166770	166771	24078	88	F	47377
166771	166772	29414	62	F	40421
166772	166773	33176	21	M	55393
166773	166774	46399	60	M	52143
166774	166775	19734	96	F	56865
166775	166776	36877	32	F	15893
166776	166777	39470	22	F	14333
166777	166778	25365	24	M	23037
166778	166779	8789	36	M	43541
166779	166780	8721	77	F	42172
166780	166781	37046	72	F	60371
166781	166782	18596	63	F	12908
166782	166783	3094	18	M	45087
166783	166784	24058	40	F	15523
166784	166785	39664	34	F	54371
166785	166786	45598	69	F	53017
166786	166787	14553	62	M	21928
166787	166788	15352	81	F	29093
166788	166789	11150	28	M	48818
166789	166790	38693	52	F	22743
166790	166791	26474	69	F	27725
166791	166792	19995	83	F	16742
166792	166793	49468	42	M	58277
166793	166794	41297	3	M	10
166794	166795	30447	51	F	36395
166795	166796	33529	98	M	24777
166796	166797	27145	65	M	47387
166797	166798	5780	69	M	21546
166798	166799	36074	37	F	48790
166799	166800	37711	79	M	41043
166800	166801	34569	12	M	10643
166801	166802	3301	82	F	46599
166802	166803	21518	38	F	15011
166803	166804	28410	59	F	29433
166804	166805	13042	64	F	13932
166805	166806	16202	29	M	24235
166806	166807	41440	56	M	51745
166807	166808	29646	88	F	46696
166808	166809	48019	44	F	39763
166809	166810	15630	80	F	54292
166810	166811	13213	74	F	36691
166811	166812	19038	73	M	60923
166812	166813	2338	73	M	58709
166813	166814	44247	87	M	56440
166814	166815	41471	35	M	19473
166815	166816	49234	14	F	1807
166816	166817	32191	21	F	61534
166817	166818	15183	48	M	17134
166818	166819	8206	64	F	42558
166819	166820	25461	30	F	26193
166820	166821	2865	64	M	28132
166821	166822	28770	14	M	9746
166822	166823	38157	5	F	5973
166823	166824	44450	11	F	1990
166824	166825	1512	35	F	37086
166825	166826	30986	38	M	50219
166826	166827	41906	6	M	3752
166827	166828	49693	25	F	60511
166828	166829	37004	61	F	54149
166829	166830	10400	4	F	11028
166830	166831	35666	63	M	19730
166831	166832	39332	53	F	40279
166832	166833	3272	78	M	23667
166833	166834	49883	31	F	16026
166834	166835	8658	95	M	34670
166835	166836	22907	92	F	54572
166836	166837	47299	15	M	3437
166837	166838	5224	46	M	48430
166838	166839	27684	70	F	54585
166839	166840	10397	28	M	43804
166840	166841	46690	63	F	35550
166841	166842	25685	78	M	58884
166842	166843	36792	38	F	61195
166843	166844	15530	97	M	35950
166844	166845	14253	17	M	1640
166845	166846	7743	83	M	33428
166846	166847	48056	39	M	48332
166847	166848	10954	78	M	19568
166848	166849	35849	75	F	54440
166849	166850	10461	30	F	60640
166850	166851	8937	61	F	34234
166851	166852	440	25	F	59500
166852	166853	10804	18	F	15962
166853	166854	4325	64	M	31492
166854	166855	19009	44	M	25534
166855	166856	17076	81	F	53039
166856	166857	35889	8	M	1702
166857	166858	1790	71	M	61859
166858	166859	13964	10	M	3617
166859	166860	47056	71	F	58321
166860	166861	49365	11	M	681
166861	166862	17234	31	F	35895
166862	166863	9194	42	M	26251
166863	166864	10438	34	F	55347
166864	166865	22662	40	M	47665
166865	166866	13725	92	F	22649
166866	166867	47134	56	F	24465
166867	166868	14081	53	F	58097
166868	166869	5797	79	M	15912
166869	166870	37989	97	M	56969
166870	166871	371	52	M	41041
166871	166872	2362	88	F	24968
166872	166873	15664	36	F	55547
166873	166874	17444	72	M	14065
166874	166875	18070	3	F	518
166875	166876	41981	85	M	49477
166876	166877	11420	98	F	47018
166877	166878	47760	21	F	51096
166878	166879	26423	72	M	60482
166879	166880	24697	68	M	37095
166880	166881	30859	92	M	34813
166881	166882	28686	9	F	3133
166882	166883	4871	37	F	59813
166883	166884	29456	42	F	18628
166884	166885	37238	37	M	55012
166885	166886	34382	34	F	61881
166886	166887	28317	79	F	13864
166887	166888	23413	54	M	26940
166888	166889	35704	75	M	40196
166889	166890	12548	31	F	61199
166890	166891	3730	3	M	10291
166891	166892	33858	47	M	19793
166892	166893	30659	35	F	37748
166893	166894	24369	69	M	29587
166894	166895	47878	93	M	52193
166895	166896	7468	81	F	24594
166896	166897	34920	54	M	16080
166897	166898	32260	58	F	14116
166898	166899	29248	40	M	35835
166899	166900	22398	48	M	20507
166900	166901	45786	90	F	23472
166901	166902	6182	56	M	41738
166902	166903	38411	12	F	5172
166903	166904	26000	25	F	52165
166904	166905	3614	15	F	7867
166905	166906	45451	72	M	31016
166906	166907	29695	83	M	35470
166907	166908	3591	80	F	17324
166908	166909	47064	28	M	40961
166909	166910	21705	16	F	11124
166910	166911	37623	2	F	5354
166911	166912	36710	97	M	51232
166912	166913	4973	70	F	54726
166913	166914	38092	94	F	40548
166914	166915	18372	59	M	17697
166915	166916	15088	47	F	15097
166916	166917	18205	85	M	20774
166917	166918	27104	51	M	40193
166918	166919	5005	88	F	51315
166919	166920	42141	27	F	35890
166920	166921	30082	72	M	61348
166921	166922	47106	81	M	60716
166922	166923	15087	39	M	38799
166923	166924	7137	67	M	47762
166924	166925	7765	27	M	30083
166925	166926	32845	43	M	12568
166926	166927	8117	59	M	44120
166927	166928	49846	19	M	25222
166928	166929	40204	24	F	46888
166929	166930	13928	23	M	36525
166930	166931	41154	74	F	48184
166931	166932	31557	94	M	40029
166932	166933	40506	51	F	49517
166933	166934	8376	45	M	58221
166934	166935	39882	99	M	49232
166935	166936	33059	38	F	43958
166936	166937	26194	86	F	20682
166937	166938	12620	34	F	23704
166938	166939	8534	58	M	26143
166939	166940	47954	42	M	28150
166940	166941	11693	82	M	60179
166941	166942	42652	47	M	24943
166942	166943	11675	14	M	9792
166943	166944	30699	87	M	55369
166944	166945	21505	64	F	21344
166945	166946	26992	17	F	6763
166946	166947	18231	19	M	24844
166947	166948	47027	6	F	8512
166948	166949	21019	75	M	59985
166949	166950	7470	30	M	23757
166950	166951	26895	50	F	19092
166951	166952	19866	51	F	61740
166952	166953	27817	2	F	12024
166953	166954	16822	17	F	7112
166954	166955	13463	14	F	4025
166955	166956	42236	25	M	34961
166956	166957	49870	68	F	33040
166957	166958	18346	43	F	21771
166958	166959	2375	69	F	48991
166959	166960	48856	10	M	6758
166960	166961	30490	9	M	7171
166961	166962	109	86	F	28231
166962	166963	33023	21	M	28483
166963	166964	10360	71	F	61574
166964	166965	12746	96	M	41229
166965	166966	33438	8	F	9955
166966	166967	21216	8	F	2196
166967	166968	25679	5	M	1390
166968	166969	24898	43	M	55788
166969	166970	41769	65	M	19103
166970	166971	37906	25	M	13065
166971	166972	21064	29	M	28415
166972	166973	10662	76	M	38905
166973	166974	44652	47	F	41876
166974	166975	40183	87	M	53452
166975	166976	27436	79	F	48326
166976	166977	9391	69	F	48204
166977	166978	29511	71	F	18941
166978	166979	40378	27	M	43422
166979	166980	24787	52	F	46070
166980	166981	44680	74	M	21786
166981	166982	49493	66	M	48761
166982	166983	24172	72	F	52204
166983	166984	28696	29	M	20733
166984	166985	1439	84	M	59364
166985	166986	16684	18	M	25215
166986	166987	11564	6	F	1911
166987	166988	44538	30	M	49774
166988	166989	30291	37	F	20734
166989	166990	37560	64	F	53772
166990	166991	6390	2	F	9444
166991	166992	46391	83	M	43871
166992	166993	39054	39	M	39759
166993	166994	22823	3	M	11147
166994	166995	18903	90	F	44435
166995	166996	23739	92	F	14400
166996	166997	32525	60	M	46761
166997	166998	17900	99	F	41437
166998	166999	28044	24	M	19198
166999	167000	24740	26	F	51210
167000	167001	13021	43	M	55387
167001	167002	12757	6	M	1300
167002	167003	30359	7	M	249
167003	167004	38322	4	F	8396
167004	167005	33353	82	M	50229
167005	167006	10683	64	F	26850
167006	167007	8914	83	M	44409
167007	167008	1447	83	F	56533
167008	167009	34772	29	M	13307
167009	167010	26677	71	M	50150
167010	167011	23158	45	M	19973
167011	167012	11828	98	F	40760
167012	167013	43212	93	F	17497
167013	167014	37419	16	F	4824
167014	167015	6854	73	M	40331
167015	167016	48772	70	M	54532
167016	167017	25704	9	F	2648
167017	167018	45152	4	M	2786
167018	167019	20596	36	F	57741
167019	167020	43257	79	F	39352
167020	167021	1305	22	F	52311
167021	167022	30544	98	M	57238
167022	167023	11224	16	F	5393
167023	167024	4368	92	F	58011
167024	167025	25548	82	M	56575
167025	167026	39017	34	M	47524
167026	167027	32359	83	M	38023
167027	167028	39300	44	F	14837
167028	167029	44979	73	F	15021
167029	167030	28574	17	M	9786
167030	167031	23216	58	M	15361
167031	167032	27286	34	M	55722
167032	167033	15241	64	M	12651
167033	167034	7027	76	M	57552
167034	167035	34682	36	F	54743
167035	167036	21461	78	M	29444
167036	167037	49869	10	M	46
167037	167038	12958	3	F	4894
167038	167039	40202	91	M	28577
167039	167040	100	84	M	31822
167040	167041	19364	90	M	32679
167041	167042	29814	56	F	33355
167042	167043	18686	5	M	12257
167043	167044	2693	61	M	51014
167044	167045	46092	13	F	9896
167045	167046	32489	78	M	44370
167046	167047	10493	53	F	25412
167047	167048	42685	7	M	6908
167048	167049	22090	14	M	987
167049	167050	20388	56	F	30226
167050	167051	31124	92	F	29398
167051	167052	8855	38	F	56553
167052	167053	5288	89	M	14107
167053	167054	25585	99	F	41037
167054	167055	20035	18	F	34189
167055	167056	27206	88	M	33613
167056	167057	29519	12	F	11870
167057	167058	43728	36	M	45123
167058	167059	31255	59	M	36178
167059	167060	35587	95	F	37244
167060	167061	11477	92	M	55598
167061	167062	10223	65	M	15779
167062	167063	10168	5	F	2273
167063	167064	41933	44	M	22980
167064	167065	21595	59	F	21233
167065	167066	49181	88	F	61463
167066	167067	4627	8	F	2927
167067	167068	32174	94	M	51081
167068	167069	33982	88	F	34349
167069	167070	677	14	M	12382
167070	167071	42417	44	F	23249
167071	167072	24737	7	M	7947
167072	167073	34305	69	M	46586
167073	167074	33209	75	M	44556
167074	167075	49663	13	F	5387
167075	167076	40735	31	F	58987
167076	167077	32816	74	F	27210
167077	167078	16111	55	F	59896
167078	167079	38716	25	M	50035
167079	167080	32320	21	F	39477
167080	167081	16001	82	F	17441
167081	167082	43149	62	M	13080
167082	167083	33555	51	F	17625
167083	167084	1645	51	M	35204
167084	167085	46883	97	M	41080
167085	167086	10292	77	F	45422
167086	167087	36706	31	F	60739
167087	167088	28552	83	F	39763
167088	167089	40404	83	F	53773
167089	167090	35782	45	M	55535
167090	167091	25049	93	F	16546
167091	167092	30148	77	M	47783
167092	167093	29185	74	M	27621
167093	167094	47899	12	F	12330
167094	167095	4089	67	M	40099
167095	167096	29762	57	M	56232
167096	167097	18166	32	F	39466
167097	167098	45924	18	F	47514
167098	167099	18343	55	F	29157
167099	167100	46243	57	M	43125
167100	167101	43754	17	M	4164
167101	167102	27789	87	F	47340
167102	167103	35988	67	M	21854
167103	167104	13578	77	F	62040
167104	167105	35438	70	F	32555
167105	167106	315	54	F	34297
167106	167107	18699	79	F	55409
167107	167108	1234	35	M	39746
167108	167109	34383	86	M	45867
167109	167110	40512	44	F	29414
167110	167111	13676	40	M	31235
167111	167112	12000	19	F	21304
167112	167113	41543	97	F	15943
167113	167114	32539	54	M	33488
167114	167115	10901	29	F	50088
167115	167116	20528	7	F	2397
167116	167117	26666	46	F	42884
167117	167118	25276	15	M	9098
167118	167119	35700	65	F	49404
167119	167120	33692	28	M	17024
167120	167121	12617	81	M	55276
167121	167122	27037	36	M	39967
167122	167123	17121	56	F	15609
167123	167124	46105	65	M	32783
167124	167125	8540	75	M	50110
167125	167126	29603	32	F	40435
167126	167127	15284	24	F	46272
167127	167128	5867	44	F	31600
167128	167129	47940	36	F	19331
167129	167130	41104	73	F	49655
167130	167131	22799	95	M	52627
167131	167132	28714	86	M	36852
167132	167133	2495	83	M	43052
167133	167134	18138	26	F	46690
167134	167135	26644	72	M	21247
167135	167136	4747	57	F	22821
167136	167137	3488	86	F	56412
167137	167138	20613	86	F	17077
167138	167139	39846	94	F	37749
167139	167140	17902	28	M	35481
167140	167141	18748	35	F	60083
167141	167142	22276	17	F	5664
167142	167143	5196	39	M	60534
167143	167144	31386	7	F	7857
167144	167145	38537	41	F	28411
167145	167146	4575	36	M	31026
167146	167147	49269	83	F	18633
167147	167148	43844	17	M	3318
167148	167149	28006	15	F	12344
167149	167150	36578	6	F	3376
167150	167151	38732	45	F	43764
167151	167152	15346	49	F	57606
167152	167153	39030	92	F	32503
167153	167154	45687	64	F	23649
167154	167155	9741	61	M	12718
167155	167156	33552	78	M	33037
167156	167157	30887	18	M	43162
167157	167158	17304	81	M	17656
167158	167159	25886	11	M	8347
167159	167160	11400	27	M	19127
167160	167161	27403	48	F	39960
167161	167162	34848	7	M	10922
167162	167163	48753	81	F	41522
167163	167164	33308	83	M	31662
167164	167165	7543	98	M	46307
167165	167166	46243	13	F	6665
167166	167167	8754	80	F	17023
167167	167168	1751	92	F	56849
167168	167169	14962	7	M	3162
167169	167170	3365	29	F	24056
167170	167171	30765	54	M	46573
167171	167172	4159	44	M	47862
167172	167173	21475	65	F	40722
167173	167174	40006	18	M	23301
167174	167175	1008	89	F	32240
167175	167176	25276	36	M	41861
167176	167177	2210	81	M	31594
167177	167178	4551	62	M	49191
167178	167179	39769	17	M	9956
167179	167180	35592	20	F	18427
167180	167181	46420	86	F	14883
167181	167182	8789	67	F	14755
167182	167183	29496	7	F	11964
167183	167184	12737	37	M	23389
167184	167185	25425	2	M	5583
167185	167186	26812	65	M	37450
167186	167187	8968	25	F	36970
167187	167188	45391	4	M	9158
167188	167189	22787	24	F	50044
167189	167190	7178	35	F	27697
167190	167191	9070	47	F	19520
167191	167192	6457	50	M	54959
167192	167193	2833	77	F	48848
167193	167194	12382	20	M	27658
167194	167195	11414	59	F	60386
167195	167196	6162	76	F	46857
167196	167197	36241	13	F	9679
167197	167198	31547	59	F	33387
167198	167199	31277	78	M	48316
167199	167200	21347	81	F	50285
167200	167201	8640	8	F	9611
167201	167202	47326	30	F	52517
167202	167203	30085	1	M	5500
167203	167204	28334	24	M	19917
167204	167205	43598	88	F	61160
167205	167206	25340	45	M	26088
167206	167207	6143	35	F	27260
167207	167208	17362	36	M	37072
167208	167209	23269	90	M	46703
167209	167210	24626	12	F	5790
167210	167211	35346	32	F	39933
167211	167212	36543	88	M	26834
167212	167213	7763	21	F	51955
167213	167214	38207	35	M	43652
167214	167215	11790	50	M	35204
167215	167216	45325	11	F	12020
167216	167217	29016	26	M	29042
167217	167218	19318	45	M	27532
167218	167219	21438	63	M	45623
167219	167220	46745	78	F	34861
167220	167221	19840	31	M	25458
167221	167222	9132	81	M	59968
167222	167223	39878	54	F	45731
167223	167224	27096	40	M	19195
167224	167225	44214	16	M	1676
167225	167226	24024	34	M	49329
167226	167227	44115	91	F	55701
167227	167228	46753	45	M	53110
167228	167229	48387	33	F	58158
167229	167230	30375	50	F	29686
167230	167231	32270	86	F	17409
167231	167232	10320	97	F	48403
167232	167233	9587	71	F	43957
167233	167234	11002	85	M	42886
167234	167235	16961	37	F	16760
167235	167236	22848	38	F	31069
167236	167237	40159	98	F	38445
167237	167238	13510	58	F	12844
167238	167239	41049	62	M	20156
167239	167240	14765	3	M	3342
167240	167241	16194	6	F	11131
167241	167242	38577	42	M	50087
167242	167243	19908	64	M	58228
167243	167244	16868	41	F	32304
167244	167245	43080	53	M	50455
167245	167246	21974	2	M	2562
167246	167247	8514	19	M	48869
167247	167248	36154	65	F	43717
167248	167249	2186	66	M	38607
167249	167250	27365	47	M	28457
167250	167251	14961	44	M	24134
167251	167252	40185	12	F	3973
167252	167253	35447	79	F	38210
167253	167254	24769	76	F	48271
167254	167255	34367	72	F	22892
167255	167256	22539	68	F	61886
167256	167257	18361	51	F	49674
167257	167258	45812	63	M	31090
167258	167259	42510	64	M	44442
167259	167260	20057	57	M	23065
167260	167261	46135	51	F	32371
167261	167262	38796	1	F	9922
167262	167263	48897	94	F	42180
167263	167264	30461	78	M	45619
167264	167265	21366	44	F	29905
167265	167266	38952	20	F	46832
167266	167267	42619	16	F	8742
167267	167268	6125	3	M	493
167268	167269	2269	40	F	52135
167269	167270	49173	15	F	7936
167270	167271	14463	38	M	47071
167271	167272	13862	7	M	10441
167272	167273	25731	10	M	12189
167273	167274	25724	97	F	43559
167274	167275	41299	88	M	38517
167275	167276	7717	89	F	46211
167276	167277	42622	50	F	42060
167277	167278	6646	48	F	24575
167278	167279	30668	12	F	5600
167279	167280	15338	74	M	52007
167280	167281	28260	35	F	49520
167281	167282	43044	8	F	8437
167282	167283	3515	45	M	34341
167283	167284	13513	53	F	49002
167284	167285	48664	51	F	13241
167285	167286	29775	16	F	9548
167286	167287	34058	78	F	45444
167287	167288	34097	66	F	57822
167288	167289	41006	2	F	10956
167289	167290	33977	11	F	8354
167290	167291	37689	97	M	21497
167291	167292	46235	55	M	31056
167292	167293	15737	67	M	53765
167293	167294	44718	44	M	30468
167294	167295	47340	56	F	39977
167295	167296	19603	68	F	18292
167296	167297	9400	69	F	14983
167297	167298	27233	8	M	2984
167298	167299	46018	15	M	10800
167299	167300	40518	82	M	40533
167300	167301	11600	9	F	9921
167301	167302	36585	65	F	21682
167302	167303	25320	52	M	37942
167303	167304	41136	43	M	49074
167304	167305	16766	94	M	15354
167305	167306	38823	6	M	5828
167306	167307	40739	39	F	60061
167307	167308	38689	85	M	51880
167308	167309	18301	66	F	45437
167309	167310	737	45	F	21111
167310	167311	17042	99	F	53310
167311	167312	20458	36	F	16455
167312	167313	6297	65	F	40889
167313	167314	26953	39	F	30366
167314	167315	17953	14	F	7581
167315	167316	2839	68	M	46090
167316	167317	21291	3	M	1592
167317	167318	28002	34	F	22127
167318	167319	23257	77	M	55846
167319	167320	43891	76	M	57203
167320	167321	40463	89	F	45912
167321	167322	15182	65	M	38211
167322	167323	11765	92	F	52769
167323	167324	48813	63	M	43205
167324	167325	27720	13	M	445
167325	167326	12522	92	M	37519
167326	167327	13807	88	M	20089
167327	167328	6158	35	M	50955
167328	167329	40602	88	M	50272
167329	167330	13982	96	M	32986
167330	167331	8777	27	F	51725
167331	167332	21021	53	F	28086
167332	167333	46839	50	F	46067
167333	167334	19692	25	M	29688
167334	167335	38932	58	F	22064
167335	167336	4524	54	F	28579
167336	167337	9710	67	M	23413
167337	167338	30781	61	M	41026
167338	167339	35735	76	F	26270
167339	167340	1045	35	F	17404
167340	167341	2866	13	F	11626
167341	167342	28743	51	F	22547
167342	167343	40549	61	M	20341
167343	167344	1383	21	F	26552
167344	167345	42753	3	M	4182
167345	167346	26418	56	F	15607
167346	167347	29052	57	F	42271
167347	167348	13972	9	M	12055
167348	167349	18464	91	F	53173
167349	167350	20396	82	M	18708
167350	167351	17214	98	F	27788
167351	167352	25369	30	M	17620
167352	167353	12470	54	F	53438
167353	167354	25161	9	F	3302
167354	167355	13424	76	F	22610
167355	167356	10733	67	M	47112
167356	167357	44914	21	F	19555
167357	167358	30527	44	M	60553
167358	167359	43871	74	F	29405
167359	167360	9110	96	M	36553
167360	167361	39827	37	M	41111
167361	167362	6925	32	F	14064
167362	167363	2656	42	F	61463
167363	167364	32715	67	F	61511
167364	167365	16828	90	M	36821
167365	167366	23373	83	F	60540
167366	167367	43191	56	F	14205
167367	167368	41149	47	F	38318
167368	167369	6961	41	F	25562
167369	167370	9739	9	M	3036
167370	167371	48924	44	F	46502
167371	167372	16066	84	M	39278
167372	167373	34920	15	F	6146
167373	167374	28904	83	M	35292
167374	167375	38202	62	M	27768
167375	167376	5833	15	M	2441
167376	167377	31512	37	M	57252
167377	167378	23304	73	F	29182
167378	167379	35786	32	F	50398
167379	167380	4827	92	M	62413
167380	167381	44228	77	M	49002
167381	167382	19912	1	M	3251
167382	167383	18602	76	F	45978
167383	167384	5294	25	F	21846
167384	167385	24636	79	F	22222
167385	167386	18334	20	M	15764
167386	167387	5973	55	F	29266
167387	167388	40833	7	M	12247
167388	167389	46511	69	F	52008
167389	167390	5659	12	F	8493
167390	167391	8231	35	M	28883
167391	167392	16649	46	F	35077
167392	167393	35481	48	F	18039
167393	167394	28093	8	M	9116
167394	167395	46116	68	M	21922
167395	167396	32073	14	M	10294
167396	167397	31881	43	M	23596
167397	167398	8976	18	F	49371
167398	167399	35632	46	F	19948
167399	167400	32731	70	F	61484
167400	167401	36407	90	M	60814
167401	167402	2326	94	M	59391
167402	167403	40147	16	F	2076
167403	167404	44016	52	F	55863
167404	167405	48783	44	M	60992
167405	167406	43106	51	F	52568
167406	167407	39725	98	F	60611
167407	167408	15964	96	M	48574
167408	167409	46932	24	M	46236
167409	167410	5324	79	M	46177
